,age,job,education,default,balance,housing,loan,y
26258,36,1,3,0,6,0,0,0
26259,32,7,1,0,726,1,0,0
26260,40,4,3,0,1108,0,0,0
26261,55,8,2,0,1,1,0,0
26262,38,7,2,0,887,1,0,0
26263,46,7,2,0,15,1,1,0
26264,30,5,2,0,-114,1,0,0
26265,46,7,1,0,575,0,0,0
26266,72,8,3,0,614,0,0,0
26267,56,8,1,0,1906,0,1,0
26268,34,9,3,0,425,0,0,0
26269,40,7,2,0,0,0,0,0
26270,34,5,2,0,183,1,0,0
26271,36,2,3,0,7821,0,0,0
26272,35,4,2,0,-413,1,0,0
26273,48,1,3,0,3520,1,0,0
26274,33,3,2,0,522,0,1,0
26275,37,9,3,0,7620,0,0,1
26276,61,8,2,0,479,0,0,0
26277,66,8,3,0,0,0,0,0
26278,34,5,2,0,313,1,0,0
26279,50,4,2,1,-437,1,1,0
26280,33,2,3,0,594,1,1,0
26281,52,5,2,0,2257,1,0,0
26282,35,7,2,0,153,1,0,0
26283,33,2,3,0,113,1,0,0
26284,48,7,1,0,1757,1,0,0
26285,53,5,1,0,171,1,1,0
26286,34,4,2,0,475,1,0,0
26287,36,2,3,0,8119,0,1,0
26288,42,3,2,0,-1310,1,1,0
26289,40,9,2,0,1289,0,0,0
26290,33,2,3,0,1808,1,0,0
26291,56,10,1,0,82,0,0,0
26292,51,3,2,0,4924,1,0,0
26293,34,3,2,0,800,1,0,0
26294,52,10,2,0,1182,1,0,0
26295,33,1,1,0,82,1,0,0
26296,37,2,3,0,489,1,0,0
26297,30,3,2,0,2734,0,0,1
26298,35,3,3,0,2188,1,0,0
26299,37,3,2,0,344,1,1,0
26300,49,6,2,0,2061,1,1,0
26301,36,9,2,0,244,1,0,0
26302,37,2,3,0,489,1,0,0
26303,36,3,2,0,0,0,0,0
26304,30,4,4,1,1,0,0,0
26305,33,5,2,0,804,1,1,0
26306,36,1,3,0,1169,1,0,0
26307,22,11,2,0,2589,1,0,0
26308,55,12,3,0,0,0,0,0
26309,46,4,1,0,40,1,0,0
26310,31,7,4,0,813,1,0,0
26311,47,2,3,0,6333,1,0,0
26312,44,2,1,0,558,0,0,1
26313,39,2,3,0,-999,1,0,0
26314,35,2,3,0,550,1,0,0
26315,34,2,3,0,2159,0,0,1
26316,30,3,2,0,-280,1,0,0
26317,30,2,3,0,414,0,0,0
26318,37,2,3,0,1093,1,0,0
26319,53,2,3,0,3366,0,0,0
26320,32,5,2,0,1977,1,1,0
26321,28,7,1,0,4,1,0,0
26322,53,8,2,0,797,0,0,0
26323,48,7,1,0,783,0,1,0
26324,32,3,2,0,40,0,0,1
26325,76,8,3,0,0,0,0,0
26326,55,5,2,0,1989,0,0,0
26327,40,2,3,0,-29,0,0,0
26328,35,6,2,0,524,1,0,0
26329,46,7,1,0,1291,1,0,0
26330,49,3,3,0,523,1,0,1
26331,42,4,2,1,723,0,0,0
26332,35,3,2,0,1144,0,0,0
26333,49,5,2,0,112,0,0,0
26334,44,7,1,0,142,1,0,0
26335,56,3,2,0,76,1,0,0
26336,30,7,1,0,554,1,0,0
26337,39,7,1,0,-21,0,0,0
26338,52,9,1,0,-110,0,1,0
26339,53,7,1,0,354,1,0,0
26340,35,7,1,0,-230,1,0,0
26341,38,7,4,0,5830,0,0,0
26342,28,2,3,0,264,0,0,0
26343,24,7,2,0,833,1,0,1
26344,50,2,3,0,398,0,0,0
26345,34,2,3,0,395,1,0,0
26346,36,4,2,0,0,1,0,0
26347,27,2,2,0,-41,1,0,0
26348,34,7,2,0,563,0,1,0
26349,58,8,2,0,4725,0,0,0
26350,32,2,3,0,578,0,1,0
26351,59,2,1,0,1727,0,0,1
26352,25,7,2,0,-288,0,1,0
26353,40,5,2,0,961,0,1,0
26354,30,7,2,0,23,1,0,0
26355,42,5,2,0,0,1,1,0
26356,45,2,3,0,24598,1,0,0
26357,39,4,2,0,2854,1,0,0
26358,27,7,2,0,821,1,1,0
26359,49,10,1,0,198,1,0,0
26360,38,7,2,0,660,1,1,0
26361,26,7,1,1,-683,1,1,0
26362,31,7,2,0,43,1,0,0
26363,27,11,3,0,24,1,0,0
26364,37,3,2,0,-24,1,0,0
26365,33,7,2,0,0,1,1,0
26366,26,11,2,0,502,1,0,0
26367,32,5,2,0,1156,1,0,0
26368,45,2,3,0,506,0,0,1
26369,27,3,3,0,75,1,1,0
26370,51,5,2,0,242,0,1,1
26371,39,2,3,0,429,1,0,0
26372,42,3,2,0,688,0,0,0
26373,41,7,4,0,402,1,0,0
26374,68,8,1,0,0,0,0,0
26375,53,12,4,0,1347,0,0,0
26376,52,2,2,0,5601,0,0,0
26377,37,2,3,0,102,1,0,1
26378,40,5,2,0,251,1,0,0
26379,52,4,2,0,944,1,0,0
26380,44,2,2,0,3684,1,0,0
26381,47,2,3,0,288,0,0,1
26382,32,11,2,0,1883,1,0,0
26383,53,3,2,0,598,0,0,0
26384,47,7,1,0,124,0,0,0
26385,28,3,3,0,858,1,0,0
26386,29,6,3,0,415,0,0,0
26387,54,2,3,0,496,0,0,0
26388,28,3,2,0,441,0,1,0
26389,31,4,2,0,8781,1,0,1
26390,56,12,4,0,2152,0,0,0
26391,31,4,2,0,98,1,1,0
26392,34,7,3,0,748,1,1,0
26393,56,12,4,0,361,0,0,0
26394,35,3,3,0,4515,1,0,0
26395,35,4,3,0,286,0,0,1
26396,42,7,4,0,1323,1,0,0
26397,48,4,2,0,3754,1,0,0
26398,33,2,3,0,0,1,0,0
26399,42,2,3,0,9,1,0,0
26400,33,9,3,0,3335,0,0,0
26401,56,4,2,0,1554,1,1,0
26402,42,8,3,0,308,0,0,0
26403,33,3,2,0,801,0,0,1
26404,37,3,2,0,511,1,0,0
26405,37,12,1,0,808,0,0,0
26406,39,7,1,0,694,1,0,0
26407,55,3,2,0,0,0,0,0
26408,51,7,1,0,1016,1,0,0
26409,47,9,2,0,312,0,0,1
26410,41,1,3,1,0,1,0,0
26411,26,12,2,0,1187,0,0,0
26412,56,7,2,0,475,1,1,0
26413,55,3,2,0,176,1,0,0
26414,52,6,2,0,517,0,0,0
26415,21,11,4,0,762,0,0,0
26416,41,3,2,0,55,1,0,0
26417,38,2,3,0,1704,0,0,0
26418,43,2,3,0,1429,1,0,1
26419,50,3,1,0,139,0,0,0
26420,41,2,3,0,1204,1,1,0
26421,44,4,2,0,49,1,0,0
26422,44,10,1,0,71,1,0,0
26423,37,1,3,0,264,1,1,0
26424,42,7,1,0,1288,1,0,0
26425,50,2,2,0,2130,0,0,0
26426,40,3,2,0,6,0,0,0
26427,59,4,2,0,231,0,1,0
26428,58,8,1,0,5506,0,0,0
26429,53,1,1,0,943,1,1,0
26430,32,3,2,0,212,1,0,0
26431,41,2,3,0,15449,0,0,0
26432,78,8,4,0,0,0,0,0
26433,60,10,1,0,0,0,1,0
26434,45,3,2,0,546,1,1,0
26435,46,2,3,0,964,1,0,0
26436,60,4,4,0,4629,1,0,1
26437,54,6,2,0,203,1,0,0
26438,39,2,3,0,0,1,0,0
26439,32,5,2,0,3756,1,0,0
26440,30,3,2,0,0,1,0,0
26441,47,5,2,0,2,0,0,0
26442,53,7,1,0,570,0,0,0
26443,58,3,3,0,12322,0,0,0
26444,41,3,2,0,1190,0,0,0
26445,31,7,2,0,39,1,0,0
26446,41,4,1,0,1316,1,0,0
26447,34,3,2,0,1005,0,0,0
26448,40,7,2,0,1386,1,1,0
26449,42,2,3,0,877,1,0,0
26450,35,10,3,0,2880,0,0,0
26451,32,3,3,0,587,0,0,0
26452,37,3,3,0,16,1,1,0
26453,32,1,2,0,135,1,0,0
26454,49,3,3,0,2568,1,0,0
26455,44,7,2,0,1311,1,0,0
26456,38,2,3,0,2656,0,0,0
26457,32,4,3,0,57,0,0,0
26458,31,2,3,0,29,0,0,0
26459,31,7,2,0,1545,1,1,0
26460,55,2,3,0,5010,0,0,0
26461,34,4,2,0,75,1,1,0
26462,27,6,3,0,82,0,1,0
26463,45,4,4,0,998,1,0,0
26464,34,4,2,0,2374,1,0,1
26465,53,7,1,0,343,1,0,1
26466,33,5,2,0,968,1,0,0
26467,39,2,3,0,710,1,0,0
26468,35,4,2,1,76,0,1,0
26469,41,6,3,0,1616,0,0,0
26470,34,4,2,0,43,1,0,0
26471,30,2,3,0,77,0,0,0
26472,28,5,2,0,47,0,0,0
26473,66,2,2,0,587,0,0,1
26474,34,10,2,0,1363,0,0,0
26475,43,5,2,0,0,0,0,0
26476,59,4,2,0,6264,0,0,0
26477,48,2,2,0,141,0,0,0
26478,42,9,2,0,-523,1,0,0
26479,55,2,2,0,2410,1,0,0
26480,57,2,3,0,2101,0,0,0
26481,51,10,2,0,429,0,0,0
26482,35,3,2,0,353,0,0,0
26483,34,5,2,0,0,1,0,0
26484,58,9,2,0,0,0,0,0
26485,45,4,2,0,-31,1,0,0
26486,34,4,2,0,0,1,0,1
26487,52,7,1,0,2439,1,0,0
26488,48,4,2,0,132,1,0,0
26489,34,2,3,0,5334,0,0,0
26490,35,7,2,0,-37,1,1,0
26491,50,5,2,0,683,1,1,0
26492,32,2,2,0,251,0,0,0
26493,36,5,2,0,2409,1,1,0
26494,31,3,3,0,1881,0,0,0
26495,41,1,2,0,2480,1,0,0
26496,54,10,2,0,0,0,1,0
26497,37,3,2,0,1120,1,0,0
26498,37,3,2,1,0,0,0,0
26499,36,9,1,0,0,0,0,0
26500,50,4,2,0,2695,0,0,0
26501,31,3,2,0,4,0,0,0
26502,29,3,3,0,673,1,0,1
26503,35,3,2,0,2823,1,0,0
26504,48,4,2,0,1131,0,1,0
26505,49,3,2,0,997,0,0,0
26506,40,2,3,0,1548,1,0,0
26507,43,7,2,0,615,0,0,0
26508,30,4,2,0,1223,1,0,0
26509,37,5,2,0,3321,0,0,0
26510,52,3,3,0,0,0,0,0
26511,28,4,2,0,350,1,1,0
26512,35,3,2,0,2201,0,0,1
26513,54,2,3,0,3222,0,0,0
26514,77,8,2,0,820,0,0,1
26515,46,3,3,0,43,1,0,0
26516,28,11,2,0,11555,0,0,0
26517,38,2,3,0,358,0,0,0
26518,41,7,2,0,139,1,0,0
26519,39,3,4,0,45248,1,0,1
26520,33,3,2,0,1029,1,0,0
26521,34,5,2,0,5934,1,0,0
26522,45,3,2,0,1081,1,0,0
26523,25,11,2,0,1919,1,0,0
26524,58,2,3,0,0,1,0,0
26525,27,2,3,1,1414,1,0,0
26526,41,2,2,0,-277,1,0,0
26527,49,2,2,0,249,0,0,1
26528,43,1,2,0,59,0,0,0
26529,71,6,2,0,5946,0,0,0
26530,51,4,2,0,513,1,0,0
26531,28,7,1,0,413,1,0,0
26532,27,2,3,0,9630,1,0,0
26533,43,3,2,0,593,1,0,0
26534,30,6,2,0,192,0,0,0
26535,36,7,2,0,366,1,1,1
26536,37,2,3,0,-42,1,0,1
26537,32,5,2,0,545,1,0,0
26538,54,2,2,0,2203,1,0,0
26539,32,11,2,0,0,0,0,0
26540,45,7,2,0,-183,1,1,0
26541,35,3,2,0,-255,1,0,0
26542,43,7,2,0,500,1,0,0
26543,30,3,3,0,-266,0,1,0
26544,33,7,2,0,86,1,0,0
26545,36,1,2,0,13,1,0,0
26546,48,7,2,0,1913,1,0,0
26547,37,2,3,0,1403,1,0,0
26548,36,2,3,0,-861,1,1,0
26549,56,6,2,0,0,0,0,0
26550,50,7,1,0,82,0,0,1
26551,58,7,2,0,279,0,0,0
26552,38,3,2,0,0,0,0,0
26553,48,7,1,0,104,0,0,0
26554,59,8,1,0,488,0,0,0
26555,45,5,2,1,144,0,0,0
26556,36,3,2,0,-78,1,0,0
26557,40,7,2,0,-313,1,0,0
26558,34,7,1,0,218,1,1,0
26559,29,11,2,0,808,0,0,0
26560,61,10,1,0,368,0,0,0
26561,36,1,3,0,1722,1,0,0
26562,23,11,2,0,0,0,0,1
26563,33,7,2,0,142,1,0,0
26564,42,2,3,0,-671,0,0,0
26565,20,7,2,0,423,1,0,1
26566,39,3,3,0,1043,0,0,0
26567,34,2,3,0,138,1,0,0
26568,53,3,3,0,-167,1,1,0
26569,48,6,3,0,16,1,1,0
26570,29,3,3,0,183,1,1,0
26571,34,4,2,0,10,0,1,0
26572,41,3,3,0,1413,0,0,0
26573,34,2,3,0,0,1,0,0
26574,33,2,3,0,349,1,1,0
26575,31,4,2,0,1801,1,0,0
26576,52,2,3,0,0,0,0,0
26577,41,2,3,0,4824,0,1,0
26578,25,7,2,0,2307,1,0,0
26579,54,2,3,0,2419,1,0,0
26580,49,7,1,0,2623,1,0,0
26581,48,2,2,0,3324,0,0,0
26582,33,2,2,0,588,1,0,0
26583,33,6,3,0,94,1,0,1
26584,56,8,3,0,-458,1,0,0
26585,33,7,2,0,1794,1,0,0
26586,29,3,2,0,1612,1,0,0
26587,44,2,4,0,282,0,0,1
26588,70,8,2,0,6850,0,0,0
26589,38,4,2,0,755,1,0,0
26590,51,2,3,0,-20,0,0,0
26591,60,8,2,1,15,0,0,0
26592,48,4,2,0,1033,0,1,0
26593,58,1,3,0,6384,0,0,0
26594,40,5,2,0,446,1,0,1
26595,33,3,3,0,6843,0,0,1
26596,35,3,2,0,4508,1,0,1
26597,30,4,2,0,122,1,0,0
26598,55,4,2,0,128,0,0,0
26599,27,7,2,0,179,1,0,0
26600,52,2,3,0,261,1,0,0
26601,27,2,3,0,154,0,1,0
26602,46,2,3,0,1698,1,0,0
26603,59,2,3,0,7813,1,0,0
26604,38,7,2,0,2467,0,0,1
26605,38,7,2,0,171,1,0,0
26606,28,3,3,0,386,0,0,1
26607,34,2,3,0,351,0,0,0
26608,59,8,2,0,21,1,0,0
26609,45,7,4,0,816,0,0,0
26610,47,2,3,0,2919,1,0,0
26611,31,10,1,0,2603,1,0,0
26612,31,3,2,0,0,1,0,0
26613,64,8,1,0,493,0,0,0
26614,35,3,2,1,-30,0,0,0
26615,36,7,2,0,222,1,0,0
26616,41,3,2,0,536,1,0,0
26617,51,2,3,0,2934,1,0,0
26618,44,7,1,0,0,0,0,0
26619,41,7,1,0,1905,1,0,0
26620,35,3,2,0,2355,1,0,0
26621,55,7,2,0,3917,1,0,1
26622,46,2,3,0,461,0,0,0
26623,41,2,3,0,-412,1,0,0
26624,29,4,2,0,124,0,0,0
26625,29,2,3,0,1170,0,0,1
26626,41,7,2,0,290,1,0,0
26627,27,3,2,0,261,1,0,0
26628,44,3,2,0,0,0,0,0
26629,26,7,1,0,318,1,0,0
26630,51,3,2,0,330,1,0,0
26631,27,1,3,0,6,0,0,0
26632,55,2,3,0,0,1,0,0
26633,37,7,2,0,4321,0,0,0
26634,34,4,2,0,0,1,0,0
26635,40,3,2,0,700,1,1,0
26636,33,2,2,0,0,1,0,0
26637,21,11,1,0,423,0,0,1
26638,30,9,3,0,1067,0,0,0
26639,38,2,3,0,500,1,1,0
26640,34,3,2,0,903,1,0,0
26641,40,10,1,0,979,0,0,0
26642,27,5,3,0,128,0,0,0
26643,46,7,2,0,0,1,0,0
26644,52,2,3,0,2290,0,0,0
26645,35,2,3,0,802,1,0,1
26646,57,12,4,0,4244,0,0,0
26647,36,4,2,0,1954,1,1,0
26648,48,7,2,0,271,1,1,0
26649,28,4,3,0,373,1,0,0
26650,31,9,3,0,302,0,0,1
26651,48,5,2,0,1323,1,1,0
26652,59,2,3,0,2020,0,1,0
26653,32,2,3,1,-3,1,0,0
26654,47,4,1,0,31,1,0,0
26655,46,4,1,0,429,1,0,1
26656,58,2,3,0,2764,0,0,0
26657,49,2,3,0,1093,1,0,0
26658,24,3,2,0,681,1,0,0
26659,35,5,2,0,-291,1,0,0
26660,35,3,4,0,208,1,0,0
26661,60,8,1,0,-79,1,1,0
26662,48,2,3,0,-244,1,0,0
26663,56,1,3,0,3846,0,0,0
26664,30,2,3,0,872,1,0,0
26665,41,7,2,0,-68,1,0,0
26666,29,11,3,0,459,0,0,0
26667,24,11,2,0,493,1,0,0
26668,34,2,3,0,436,0,1,0
26669,36,5,2,0,774,1,0,0
26670,53,7,2,0,-102,1,0,0
26671,47,7,1,0,17,0,0,0
26672,47,7,2,1,-594,1,1,0
26673,41,4,2,0,621,1,0,0
26674,53,10,1,0,0,0,0,0
26675,31,2,3,0,37,0,0,1
26676,57,8,1,1,-1480,1,0,0
26677,50,1,3,0,315,0,0,0
26678,29,3,3,0,2998,0,0,0
26679,32,7,2,0,217,1,0,1
26680,24,11,2,0,1809,0,0,1
26681,58,8,1,0,269,1,0,0
26682,35,3,2,0,0,0,0,0
26683,47,4,1,0,357,1,1,0
26684,26,2,3,0,1623,0,0,1
26685,26,5,2,0,1600,1,1,0
26686,53,7,2,0,974,1,0,0
26687,40,7,2,0,6536,0,0,0
26688,35,2,3,0,0,1,0,0
26689,38,5,1,0,471,1,0,0
26690,35,6,2,0,951,1,0,0
26691,42,7,1,0,1742,1,0,0
26692,38,2,3,0,126,1,0,0
26693,59,10,1,0,153,0,0,0
26694,51,1,3,0,2109,0,0,1
26695,53,10,1,0,0,0,0,0
26696,43,12,1,0,2113,0,0,0
26697,25,5,2,0,216,1,0,0
26698,48,5,2,0,288,1,0,0
26699,40,5,2,0,695,1,0,0
26700,36,5,2,0,387,1,0,0
26701,26,7,1,0,941,0,0,1
26702,45,2,3,0,6945,0,0,0
26703,52,6,2,0,-488,1,0,0
26704,57,3,2,0,253,0,1,0
26705,51,7,1,0,1127,1,0,0
26706,33,2,3,0,1373,1,0,0
26707,26,5,2,1,74,0,0,0
26708,39,5,2,0,1179,0,0,1
26709,45,3,2,0,581,0,0,0
26710,33,3,3,0,525,1,1,0
26711,52,2,2,0,218,1,0,0
26712,32,2,3,0,112,1,0,0
26713,28,7,2,0,475,0,0,0
26714,43,7,1,0,-399,0,1,1
26715,37,2,3,0,1276,0,0,1
26716,47,2,3,0,7708,1,0,0
26717,31,4,1,0,-263,1,0,0
26718,39,2,2,0,2198,0,0,0
26719,51,7,1,0,-11,0,0,0
26720,46,1,4,0,676,1,1,0
26721,45,4,2,0,341,1,1,0
26722,41,5,4,0,4,0,0,0
26723,27,4,2,0,102,1,0,0
26724,75,8,2,0,3771,0,0,1
26725,31,3,3,0,8,0,0,0
26726,42,1,2,0,46,0,0,0
26727,27,4,2,0,80,0,0,0
26728,44,4,2,0,734,1,0,0
26729,53,4,1,0,0,1,0,0
26730,35,7,2,0,594,1,0,0
26731,37,2,2,0,24,1,1,0
26732,34,7,4,0,-90,1,0,0
26733,37,2,3,0,9895,1,0,0
26734,33,3,3,0,5234,0,0,0
26735,33,5,2,0,210,1,0,1
26736,52,3,2,0,272,0,1,0
26737,53,6,2,0,186,0,0,0
26738,32,4,2,0,48,1,0,0
26739,51,9,2,0,425,1,0,0
26740,48,5,1,0,-110,0,1,0
26741,40,2,3,0,-37,0,1,0
26742,40,7,2,0,384,0,1,0
26743,35,5,2,0,417,1,0,0
26744,49,6,3,0,503,1,0,0
26745,59,4,2,0,3304,1,0,0
26746,35,3,3,0,118,0,0,0
26747,42,7,2,0,1037,0,0,0
26748,27,3,2,0,-428,0,0,0
26749,34,4,2,0,66,1,0,0
26750,48,4,2,0,1282,1,0,0
26751,41,2,3,0,1253,0,0,1
26752,45,4,2,0,820,1,0,0
26753,39,3,3,0,386,0,0,0
26754,55,7,1,0,761,0,0,0
26755,42,2,3,0,60,0,0,0
26756,38,3,2,0,958,1,0,0
26757,69,3,2,0,2661,0,0,0
26758,32,5,2,0,-173,1,0,0
26759,58,4,2,0,247,0,1,0
26760,32,2,3,0,644,1,1,0
26761,41,9,2,0,0,1,1,1
26762,32,3,3,0,0,1,0,0
26763,58,8,2,0,8266,1,0,0
26764,42,7,2,0,0,1,0,0
26765,72,8,1,0,796,0,0,0
26766,48,7,1,0,214,1,1,1
26767,31,5,3,0,37,1,0,0
26768,47,7,2,0,410,1,1,0
26769,54,3,2,0,51,1,0,0
26770,33,3,2,0,781,1,0,0
26771,32,2,3,0,2,1,0,1
26772,30,2,2,0,161,1,0,0
26773,44,7,4,0,284,0,0,0
26774,49,5,2,0,653,0,0,0
26775,37,4,2,0,-261,0,1,0
26776,53,10,1,0,80,0,0,0
26777,48,3,2,0,40,0,0,0
26778,29,3,2,0,-247,0,1,0
26779,57,8,2,0,283,0,0,0
26780,37,2,3,0,784,1,0,0
26781,59,4,2,0,1575,1,0,1
26782,41,7,1,0,194,1,0,0
26783,47,7,2,0,0,1,0,0
26784,55,1,2,0,5838,0,0,0
26785,29,4,2,0,2121,0,0,0
26786,45,4,4,0,13562,1,0,0
26787,38,7,2,0,137,0,0,0
26788,30,2,3,0,4808,0,0,1
26789,46,7,1,0,2653,0,0,0
26790,50,7,1,0,8000,1,0,0
26791,25,11,2,0,715,0,0,0
26792,45,4,2,0,0,1,0,0
26793,40,2,2,0,9916,0,0,0
26794,51,4,2,0,1216,0,0,0
26795,43,6,2,0,634,1,0,0
26796,41,7,2,0,10,1,0,0
26797,58,5,2,0,462,0,0,1
26798,52,2,3,0,4,0,1,0
26799,35,7,1,0,2040,0,0,0
26800,35,5,2,0,394,1,0,0
26801,32,2,3,0,1041,1,0,0
26802,57,6,3,0,192,1,0,0
26803,36,10,2,0,205,1,0,0
26804,38,1,2,0,2543,0,0,1
26805,34,4,2,0,1254,0,0,0
26806,58,8,2,0,2836,0,0,0
26807,31,5,2,0,413,1,0,0
26808,31,2,3,0,12607,0,0,0
26809,57,3,2,0,145,0,1,0
26810,54,12,4,0,390,0,0,0
26811,56,8,2,0,3948,0,0,0
26812,31,2,3,0,86,0,0,0
26813,38,2,3,0,0,0,0,0
26814,32,7,1,0,-457,1,1,0
26815,19,11,4,0,179,0,0,0
26816,46,7,1,0,274,1,0,0
26817,41,5,2,0,108,1,1,0
26818,47,7,2,0,3237,1,0,0
26819,51,3,2,0,532,1,1,0
26820,36,2,3,0,7252,0,0,0
26821,43,6,3,0,2169,0,0,0
26822,42,1,3,0,373,0,0,0
26823,46,2,2,0,244,1,0,0
26824,58,10,2,0,519,0,0,0
26825,46,7,1,0,87,0,0,0
26826,36,2,3,0,900,0,0,0
26827,42,7,1,0,244,1,0,0
26828,36,4,2,0,470,1,0,0
26829,33,4,2,0,420,1,0,0
26830,47,1,3,0,0,0,0,0
26831,59,4,2,0,479,0,0,0
26832,35,1,3,0,-15,1,0,0
26833,46,7,2,0,33,1,0,0
26834,30,3,2,0,323,0,0,0
26835,40,5,2,0,293,0,0,0
26836,31,3,3,0,1527,1,0,0
26837,56,7,1,0,246,1,0,0
26838,53,7,2,0,2047,0,0,0
26839,50,3,2,0,1518,0,1,0
26840,33,3,3,0,594,1,1,0
26841,43,6,1,0,66,1,0,0
26842,56,7,1,0,115,0,0,0
26843,42,9,2,0,583,1,0,0
26844,38,5,2,0,293,0,0,0
26845,26,4,2,0,92,1,0,0
26846,40,2,3,0,105,1,1,0
26847,30,11,2,0,948,1,0,0
26848,60,3,2,0,21,0,0,0
26849,42,2,3,0,1608,0,0,0
26850,45,7,2,0,243,0,0,0
26851,32,7,1,0,1504,1,0,0
26852,33,7,2,0,137,0,1,0
26853,45,3,2,0,3492,1,1,0
26854,52,5,1,0,821,1,1,0
26855,44,9,2,0,0,0,0,0
26856,41,7,2,0,351,1,0,0
26857,60,10,1,0,11904,0,0,0
26858,31,4,2,0,3052,1,1,0
26859,44,3,2,0,378,1,0,0
26860,32,4,2,0,314,0,1,0
26861,49,2,3,0,176,1,1,0
26862,41,2,3,0,615,1,0,0
26863,33,7,1,0,577,1,0,0
26864,49,4,2,0,-209,0,0,0
26865,38,4,2,0,4458,1,0,0
26866,60,8,1,0,55,0,0,0
26867,27,4,2,0,639,0,1,0
26868,58,7,1,0,189,1,0,0
26869,60,8,1,0,1369,0,1,0
26870,43,7,2,0,318,1,0,1
26871,30,5,2,0,475,0,0,0
26872,53,6,3,0,4397,1,0,0
26873,32,5,2,0,241,1,0,0
26874,44,3,3,0,9192,1,0,0
26875,40,3,3,0,1207,0,0,0
26876,45,7,1,0,-455,1,1,0
26877,33,7,2,0,328,1,0,0
26878,33,4,3,0,701,1,0,0
26879,31,2,3,0,1224,1,1,0
26880,42,5,1,0,248,1,0,0
26881,46,7,1,0,687,0,0,0
26882,36,2,3,0,849,1,1,1
26883,27,2,3,0,377,0,0,0
26884,37,3,2,0,1345,1,0,0
26885,41,2,3,0,2251,0,0,0
26886,36,4,2,0,319,1,0,0
26887,57,3,2,0,104,0,0,0
26888,47,7,2,0,538,0,1,0
26889,30,1,1,0,0,1,1,1
26890,57,3,2,0,2352,1,0,0
26891,34,7,2,0,80,1,1,0
26892,58,8,1,0,97,0,0,0
26893,32,2,3,0,0,0,0,0
26894,40,7,1,0,-388,1,0,0
26895,38,2,3,0,4335,1,0,0
26896,26,4,2,0,416,1,1,0
26897,27,1,3,0,1991,0,1,0
26898,43,3,3,0,0,0,0,0
26899,69,8,2,0,4572,0,0,1
26900,49,4,4,0,1226,0,0,0
26901,29,4,2,0,127,1,1,0
26902,28,6,3,0,112,1,1,0
26903,38,1,3,1,-38,1,0,0
26904,42,7,2,0,-150,1,0,0
26905,77,8,1,0,680,0,0,0
26906,31,7,2,0,-452,1,0,0
26907,31,11,2,0,0,0,0,0
26908,31,4,2,0,430,1,0,0
26909,38,2,3,0,193,0,0,0
26910,36,3,2,0,-393,0,0,0
26911,40,1,3,0,1953,1,0,0
26912,45,1,2,0,-479,1,0,0
26913,51,6,3,0,0,1,0,0
26914,46,7,2,0,519,1,0,0
26915,59,12,4,0,1541,0,0,0
26916,42,2,3,0,-409,0,0,0
26917,42,3,2,0,716,1,0,0
26918,36,7,2,0,0,0,0,0
26919,33,7,1,0,716,1,0,0
26920,30,2,3,0,5956,1,0,0
26921,41,6,3,0,0,1,0,1
26922,51,5,4,0,3413,0,0,0
26923,44,3,2,0,-357,1,1,0
26924,74,8,1,0,1413,0,0,1
26925,39,3,3,0,108,0,0,0
26926,27,2,3,0,185,0,0,0
26927,29,7,1,0,-382,1,0,0
26928,42,4,2,0,153,1,0,1
26929,38,2,2,0,93,0,0,0
26930,46,2,3,0,765,0,0,0
26931,52,7,2,0,510,1,0,0
26932,26,4,2,0,274,0,0,1
26933,46,12,3,0,5837,0,0,0
26934,28,7,2,0,438,1,0,0
26935,38,7,2,0,711,1,0,0
26936,33,6,1,0,4443,0,0,0
26937,57,8,2,1,32,1,0,0
26938,37,9,2,0,459,0,0,0
26939,39,10,1,0,267,0,0,0
26940,43,5,2,0,41,1,1,0
26941,54,7,1,0,1849,0,0,0
26942,60,4,2,0,683,0,0,0
26943,46,7,2,0,1109,1,0,0
26944,53,7,1,0,0,1,1,0
26945,25,2,3,0,219,0,0,1
26946,27,3,2,0,158,0,0,1
26947,46,7,2,0,5,0,0,0
26948,37,2,3,0,0,0,0,0
26949,37,2,3,0,23,1,0,0
26950,29,5,1,0,339,0,0,1
26951,37,9,2,0,4969,1,0,0
26952,58,1,3,0,853,0,0,1
26953,39,2,3,0,-124,0,1,0
26954,54,5,2,0,2431,1,0,0
26955,32,7,1,0,-454,1,1,1
26956,28,3,2,0,100,1,0,0
26957,54,7,1,0,1390,0,0,0
26958,34,9,3,1,530,1,0,0
26959,33,4,3,0,957,1,0,0
26960,37,7,1,0,643,1,1,0
26961,26,3,2,0,-525,1,1,0
26962,41,9,1,0,216,0,0,1
26963,36,2,3,0,170,0,0,0
26964,25,4,2,0,0,1,0,0
26965,48,7,2,0,653,1,0,0
26966,35,7,2,0,218,1,0,0
26967,33,3,3,0,6127,0,0,0
26968,24,11,2,0,1919,1,0,0
26969,56,1,3,0,16125,0,0,0
26970,44,2,2,1,0,1,0,0
26971,54,3,2,0,255,1,0,0
26972,49,3,2,0,-53,1,1,0
26973,39,2,3,0,1069,0,0,0
26974,36,3,3,0,251,1,0,0
26975,29,3,2,0,428,1,0,0
26976,28,2,2,0,466,1,0,0
26977,60,5,2,0,1608,1,0,0
